Linea;Arreglo;X;Y;Z;Resistivity
TRE02;DipoloDipolo;1464,82;1761,16;-1,34;11,11
TRE02;DipoloDipolo;1177,52;1371,76;-11,71;19,03
TRE02;DipoloDipolo;1189,01;1387,33;-11,76;18,88
TRE02;DipoloDipolo;1197,63;1399,02;-11,77;18,33
TRE02;DipoloDipolo;1209,12;1414,59;-11,8;17,55
TRE02;DipoloDipolo;1329,79;1578,14;-12,01;14,93
TRE02;DipoloDipolo;1324,04;1570,35;-12,02;14,94
TRE02;DipoloDipolo;1335,54;1585,93;-12,0;14,89
TRE02;DipoloDipolo;1306,81;1546,99;42,91;19,72
TRE02;DipoloDipolo;1220,61;1430,17;-23,23;17,34
TRE02;DipoloDipolo;1278,08;1508,05;-23,6;16,8
TRE02;DipoloDipolo;1237,85;1453,53;-22,95;17,29
TRE02;DipoloDipolo;1289,57;1523,62;-1,86;13,06
TRE02;DipoloDipolo;1232,11;1445,74;-22,97;17,24
TRE02;DipoloDipolo;1243,6;1461,32;-23,01;17,4
TRE02;DipoloDipolo;1249,34;1469,11;-23,1;17,52
TRE02;DipoloDipolo;1255,09;1476,9;-23,16;17,58
TRE02;DipoloDipolo;1260,84;1484,68;-23,26;17,57
TRE02;DipoloDipolo;1266,58;1492,47;-23,43;17,46
TRE02;DipoloDipolo;1301,06;1539,2;7,52;9,53
TRE02;DipoloDipolo;1272,33;1500,26;-23,58;17,18
TRE02;DipoloDipolo;1352,77;1609,29;-11,92;14,77
TRE02;DipoloDipolo;1295,31;1531,41;-23,33;16,09
TRE02;DipoloDipolo;1301,06;1539,2;-23,35;15,88
TRE02;DipoloDipolo;1306,81;1546,99;-23,34;15,77
TRE02;DipoloDipolo;1312,55;1554,78;-23,26;15,67
TRE02;DipoloDipolo;1214,87;1422,38;-23,31;17,56
TRE02;DipoloDipolo;1209,12;1414,59;-23,33;17,92
TRE02;DipoloDipolo;1203,38;1406,8;-23,32;18,59
TRE02;DipoloDipolo;1197,63;1399,02;-23,32;19,02
TRE02;DipoloDipolo;1289,57;1523,62;-23,4;16,31
TRE02;DipoloDipolo;1347,03;1601,5;-11,95;14,81
TRE02;DipoloDipolo;1358,52;1617,08;-11,88;14,73
TRE02;DipoloDipolo;1289,57;1523,62;7,47;9,72
TRE02;DipoloDipolo;1430,35;1714,43;-11,67;11,08
TRE02;DipoloDipolo;1375,76;1640,44;-11,84;14,41
TRE02;DipoloDipolo;1381,5;1648,23;-11,8;14,06
TRE02;DipoloDipolo;1387,25;1656,02;-11,71;13,6
TRE02;DipoloDipolo;1364,27;1624,87;-1,63;13,6
TRE02;DipoloDipolo;1393,0;1663,81;-11,6;12,94
TRE02;DipoloDipolo;1404,49;1679,38;-11,64;11,72
TRE02;DipoloDipolo;1410,23;1687,17;-11,79;11,38
TRE02;DipoloDipolo;1415,98;1694,96;-11,8;11,14
TRE02;DipoloDipolo;1370,01;1632,66;-11,85;14,6
TRE02;DipoloDipolo;1421,73;1702,75;-11,76;11,09
TRE02;DipoloDipolo;1364,27;1624,87;-11,87;14,69
TRE02;DipoloDipolo;1453,33;1745,58;-11,61;11,15
TRE02;DipoloDipolo;1189,01;1387,33;-23,32;19,3
TRE02;DipoloDipolo;1398,74;1671,6;-11,56;12,18
TRE02;DipoloDipolo;1358,52;1617,08;-1,63;13,58
TRE02;DipoloDipolo;1352,77;1609,29;-1,68;13,54
TRE02;DipoloDipolo;1347,03;1601,5;-1,71;13,5
TRE02;DipoloDipolo;1278,08;1508,05;7,12;13,51
TRE02;DipoloDipolo;1283,82;1515,84;7,24;10,95
TRE02;DipoloDipolo;1441,84;1730,01;-11,59;11,14
TRE02;DipoloDipolo;1295,31;1531,41;-1,77;12,81
TRE02;DipoloDipolo;1295,31;1531,41;7,57;9,57
TRE02;DipoloDipolo;1306,81;1546,99;7,52;9,89
TRE02;DipoloDipolo;1272,33;1500,26;7,19;16,01
TRE02;DipoloDipolo;1335,54;1585,93;7,54;11,28
TRE02;DipoloDipolo;1166,03;1356,18;8,72;16,61
TRE02;DipoloDipolo;1324,04;1570,35;7,54;11,25
TRE02;DipoloDipolo;1318,3;1562,56;7,64;10,87
TRE02;DipoloDipolo;1341,28;1593,72;7,57;11,3
TRE02;DipoloDipolo;1352,77;1609,29;7,63;11,39
TRE02;DipoloDipolo;1358,52;1617,08;7,68;11,46
TRE02;DipoloDipolo;1364,27;1624,87;7,68;11,52
TRE02;DipoloDipolo;1177,52;1371,76;8,75;16,15
TRE02;DipoloDipolo;1370,01;1632,66;7,7;11,58
TRE02;DipoloDipolo;1266,58;1492,47;7,49;17,47
TRE02;DipoloDipolo;1154,53;1340,6;8,61;16,58
TRE02;DipoloDipolo;1487,81;1792,31;16,55;8,31
TRE02;DipoloDipolo;1476,31;1776,73;16,47;9,77
TRE02;DipoloDipolo;1464,82;1761,16;16,37;11,03
TRE02;DipoloDipolo;1329,79;1578,14;7,54;11,29
TRE02;DipoloDipolo;1260,84;1484,68;7,87;17,98
TRE02;DipoloDipolo;1255,09;1476,9;8,1;18,05
TRE02;DipoloDipolo;1329,79;1578,14;23,7;8,14
TRE02;DipoloDipolo;1347,03;1601,5;7,59;11,34
TRE02;DipoloDipolo;1283,82;1515,84;-23,53;16,49
TRE02;DipoloDipolo;1249,34;1469,11;-1,24;17,88
TRE02;DipoloDipolo;1278,08;1508,05;-2,16;15,84
TRE02;DipoloDipolo;1203,38;1406,8;8,67;13,74
TRE02;DipoloDipolo;1197,63;1399,02;8,69;13,89
TRE02;DipoloDipolo;1209,12;1414,59;8,63;13,67
TRE02;DipoloDipolo;1214,87;1422,38;8,65;13,64
TRE02;DipoloDipolo;1220,61;1430,17;8,76;13,63
TRE02;DipoloDipolo;1226,36;1437,96;8,93;13,65
TRE02;DipoloDipolo;1232,11;1445,74;8,96;13,91
TRE02;DipoloDipolo;1237,85;1453,53;8,81;15,25
TRE02;DipoloDipolo;1243,6;1461,32;8,57;17,4
TRE02;DipoloDipolo;1375,76;1640,44;7,7;11,6
TRE02;DipoloDipolo;1249,34;1469,11;8,3;18,0
TRE02;DipoloDipolo;1189,01;1387,33;8,7;14,76
TRE02;DipoloDipolo;1381,5;1648,23;7,74;11,55
TRE02;DipoloDipolo;1393,0;1663,81;8,03;10,84
TRE02;DipoloDipolo;1255,09;1476,9;-1,38;17,95
TRE02;DipoloDipolo;1260,84;1484,68;-1,56;17,91
TRE02;DipoloDipolo;1266,58;1492,47;-1,86;17,7
TRE02;DipoloDipolo;1283,82;1515,84;-2,06;14,11
TRE02;DipoloDipolo;1312,55;1554,78;7,65;10,35
TRE02;DipoloDipolo;1272,33;1500,26;-2,1;17,1
TRE02;DipoloDipolo;1318,3;1562,56;-23,25;15,54
TRE02;DipoloDipolo;1120,06;1293,88;41,45;9,52
TRE02;DipoloDipolo;1289,57;1523,62;-119,04;10,9
TRE02;DipoloDipolo;1312,55;1554,78;-64,33;15,49
TRE02;DipoloDipolo;1226,36;1437,96;-0,89;16,21
TRE02;DipoloDipolo;1312,55;1554,78;-1,7;12,78
TRE02;DipoloDipolo;1318,3;1562,56;-1,7;13,12
TRE02;DipoloDipolo;1324,04;1570,35;-1,78;13,21
TRE02;DipoloDipolo;1329,79;1578,14;-1,77;13,29
TRE02;DipoloDipolo;1335,54;1585,93;-1,76;13,4
TRE02;DipoloDipolo;1341,28;1593,72;-1,74;13,46
TRE02;DipoloDipolo;1243,6;1461,32;-1,04;17,51
TRE02;DipoloDipolo;1237,85;1453,53;-0,87;16,82
TRE02;DipoloDipolo;1295,31;1531,41;-80,9;14,73
TRE02;DipoloDipolo;1232,11;1445,74;-0,8;16,32
TRE02;DipoloDipolo;1166,03;1356,18;-1,07;18,36
TRE02;DipoloDipolo;1404,49;1679,38;7,94;10,38
TRE02;DipoloDipolo;1410,23;1687,17;7,71;10,37
TRE02;DipoloDipolo;1415,98;1694,96;7,68;10,4
TRE02;DipoloDipolo;1421,73;1702,75;7,72;10,44
TRE02;DipoloDipolo;1430,35;1714,43;7,84;10,8
TRE02;DipoloDipolo;1441,84;1730,01;7,93;11,1
TRE02;DipoloDipolo;1453,33;1745,58;7,88;11,16
TRE02;DipoloDipolo;1387,25;1656,02;7,88;11,25
TRE02;DipoloDipolo;1398,74;1671,6;8,08;10,52
TRE02;DipoloDipolo;1464,82;1761,16;7,94;11,12
TRE02;DipoloDipolo;1177,52;1371,76;-1,07;18,23
TRE02;DipoloDipolo;1283,82;1515,84;-81,0;14,76
TRE02;DipoloDipolo;1358,52;1617,08;-64,16;14,6
TRE02;DipoloDipolo;1203,38;1406,8;-1,15;16,58
TRE02;DipoloDipolo;1209,12;1414,59;-1,19;16,36
TRE02;DipoloDipolo;1214,87;1422,38;-1,17;16,23
TRE02;DipoloDipolo;1220,61;1430,17;-1,06;16,18
TRE02;DipoloDipolo;1476,31;1776,73;8,03;10,07
TRE02;DipoloDipolo;1441,84;1730,01;16,38;11,01
TRE02;DipoloDipolo;1324,04;1570,35;-23,29;15,44
TRE02;DipoloDipolo;1335,54;1585,93;-23,26;15,24
TRE02;DipoloDipolo;1197,63;1399,02;-1,14;16,87
TRE02;DipoloDipolo;1352,77;1609,29;-64,19;14,77
TRE02;DipoloDipolo;1189,01;1387,33;-1,13;17,65
TRE02;DipoloDipolo;1370,01;1632,66;-64,12;14,13
TRE02;DipoloDipolo;1375,76;1640,44;-64,1;13,83
TRE02;DipoloDipolo;1249,34;1469,11;-81,0;14,94
TRE02;DipoloDipolo;1255,09;1476,9;-80,99;14,89
TRE02;DipoloDipolo;1260,84;1484,68;-80,99;14,86
TRE02;DipoloDipolo;1266,58;1492,47;-81,02;14,82
TRE02;DipoloDipolo;1272,33;1500,26;-81,04;14,8
TRE02;DipoloDipolo;1278,08;1508,05;-81,04;14,79
TRE02;DipoloDipolo;1364,27;1624,87;-64,14;14,43
TRE02;DipoloDipolo;1306,81;1546,99;-1,8;12,46
TRE02;DipoloDipolo;1289,57;1523,62;-80,94;14,76
TRE02;DipoloDipolo;1301,06;1539,2;-1,81;12,47
TRE02;DipoloDipolo;1255,09;1476,9;-64,44;16,36
TRE02;DipoloDipolo;1312,55;1554,78;-80,83;14,6
TRE02;DipoloDipolo;1347,03;1601,5;-64,22;14,86
TRE02;DipoloDipolo;1318,3;1562,56;-80,81;14,52
TRE02;DipoloDipolo;1341,28;1593,72;-64,25;14,91
TRE02;DipoloDipolo;1329,79;1578,14;-64,29;15,1
TRE02;DipoloDipolo;1398,74;1671,6;-48,93;12,03
TRE02;DipoloDipolo;1237,85;1453,53;-64,45;16,82
TRE02;DipoloDipolo;1243,6;1461,32;-64,44;16,56
TRE02;DipoloDipolo;1306,81;1546,99;-80,87;14,67
TRE02;DipoloDipolo;1249,34;1469,11;-64,44;16,42
TRE02;DipoloDipolo;1318,3;1562,56;-64,31;15,35
TRE02;DipoloDipolo;1266,58;1492,47;-64,52;16,25
TRE02;DipoloDipolo;1272,33;1500,26;-64,56;16,18
TRE02;DipoloDipolo;1278,08;1508,05;-64,56;16,11
TRE02;DipoloDipolo;1283,82;1515,84;-64,51;16,03
TRE02;DipoloDipolo;1289,57;1523,62;-64,44;15,94
TRE02;DipoloDipolo;1295,31;1531,41;-64,4;15,85
TRE02;DipoloDipolo;1301,06;1539,2;-64,39;15,76
TRE02;DipoloDipolo;1306,81;1546,99;-64,37;15,63
TRE02;DipoloDipolo;1260,84;1484,68;-64,46;16,31
TRE02;DipoloDipolo;1301,06;1539,2;-80,89;14,7
TRE02;DipoloDipolo;1324,04;1570,35;-64,31;15,22
TRE02;DipoloDipolo;1283,82;1515,84;-119,08;10,87
TRE02;DipoloDipolo;1335,54;1585,93;-118,85;10,97
TRE02;DipoloDipolo;1329,79;1578,14;-80,78;14,28
TRE02;DipoloDipolo;1335,54;1585,93;-80,76;14,2
TRE02;DipoloDipolo;1295,31;1531,41;-119,01;10,93
TRE02;DipoloDipolo;1301,06;1539,2;-118,99;10,93
TRE02;DipoloDipolo;1306,81;1546,99;-118,97;10,94
TRE02;DipoloDipolo;1312,55;1554,78;-118,94;10,91
TRE02;DipoloDipolo;1318,3;1562,56;-118,92;10,85
TRE02;DipoloDipolo;1324,04;1570,35;-118,9;10,78
TRE02;DipoloDipolo;1324,04;1570,35;-80,8;14,41
TRE02;DipoloDipolo;1329,79;1578,14;-118,88;10,77
TRE02;DipoloDipolo;1335,54;1585,93;-64,27;15,0
TRE02;DipoloDipolo;1295,31;1531,41;-140,97;9,14
TRE02;DipoloDipolo;1301,06;1539,2;-140,95;9,79
TRE02;DipoloDipolo;1306,81;1546,99;-140,92;9,93
TRE02;DipoloDipolo;1312,55;1554,78;-140,89;9,91
TRE02;DipoloDipolo;1318,3;1562,56;-140,87;9,84
TRE02;DipoloDipolo;1324,04;1570,35;-140,85;9,22
TRE02;DipoloDipolo;1329,79;1578,14;-140,83;7,84
TRE02;DipoloDipolo;1226,36;1437,96;-23,09;17,25
TRE02;DipoloDipolo;1289,57;1523,62;-141,0;7,85
TRE02;DipoloDipolo;1347,03;1601,5;-98,85;13,13
TRE02;DipoloDipolo;1453,33;1745,58;16,31;11,08
TRE02;DipoloDipolo;1341,28;1593,72;-80,74;14,12
TRE02;DipoloDipolo;1347,03;1601,5;-80,71;14,07
TRE02;DipoloDipolo;1352,77;1609,29;-80,69;13,99
TRE02;DipoloDipolo;1358,52;1617,08;-80,66;13,84
TRE02;DipoloDipolo;1364,27;1624,87;-80,64;13,82
TRE02;DipoloDipolo;1266,58;1492,47;-99,17;13,22
TRE02;DipoloDipolo;1272,33;1500,26;-99,18;13,19
TRE02;DipoloDipolo;1278,08;1508,05;-99,17;13,17
TRE02;DipoloDipolo;1393,0;1663,81;-48,96;13,33
TRE02;DipoloDipolo;1283,82;1515,84;-99,13;13,15
TRE02;DipoloDipolo;1295,31;1531,41;-99,05;13,07
TRE02;DipoloDipolo;1301,06;1539,2;-99,04;13,01
TRE02;DipoloDipolo;1306,81;1546,99;-99,01;13,0
TRE02;DipoloDipolo;1312,55;1554,78;-98,98;12,97
TRE02;DipoloDipolo;1318,3;1562,56;-98,96;12,94
TRE02;DipoloDipolo;1324,04;1570,35;-98,94;12,93
TRE02;DipoloDipolo;1329,79;1578,14;-98,92;12,93
TRE02;DipoloDipolo;1335,54;1585,93;-98,9;12,98
TRE02;DipoloDipolo;1289,57;1523,62;-99,08;13,13
TRE02;DipoloDipolo;1387,25;1656,02;-49,03;13,83
TRE02;DipoloDipolo;1381,5;1648,23;-49,08;14,17
TRE02;DipoloDipolo;1375,76;1640,44;-49,11;14,47
TRE02;DipoloDipolo;1352,77;1609,29;-23,18;15,01
TRE02;DipoloDipolo;1358,52;1617,08;-23,14;14,96
TRE02;DipoloDipolo;1243,6;1461,32;-35,57;17,28
TRE02;DipoloDipolo;1249,34;1469,11;-35,62;17,35
TRE02;DipoloDipolo;1255,09;1476,9;-35,66;17,35
TRE02;DipoloDipolo;1260,84;1484,68;-35,73;17,28
TRE02;DipoloDipolo;1266,58;1492,47;-35,85;17,17
TRE02;DipoloDipolo;1272,33;1500,26;-35,96;17,02
TRE02;DipoloDipolo;1278,08;1508,05;-35,97;16,8
TRE02;DipoloDipolo;1283,82;1515,84;-35,91;16,6
TRE02;DipoloDipolo;1289,57;1523,62;-35,8;16,4
TRE02;DipoloDipolo;1295,31;1531,41;-35,74;16,17
TRE02;DipoloDipolo;1232,11;1445,74;-35,59;17,18
TRE02;DipoloDipolo;1306,81;1546,99;-35,74;15,79
TRE02;DipoloDipolo;1312,55;1554,78;-35,67;15,7
TRE02;DipoloDipolo;1318,3;1562,56;-35,66;15,58
TRE02;DipoloDipolo;1324,04;1570,35;-35,68;15,49
TRE02;DipoloDipolo;1226,36;1437,96;-35,7;17,24
TRE02;DipoloDipolo;1220,61;1430,17;-35,82;17,46
TRE02;DipoloDipolo;1214,87;1422,38;-35,88;17,66
TRE02;DipoloDipolo;1209,12;1414,59;-35,91;17,93
TRE02;DipoloDipolo;1341,28;1593,72;-23,24;15,14
TRE02;DipoloDipolo;1347,03;1601,5;-23,21;15,07
TRE02;DipoloDipolo;1237,85;1453,53;-35,55;17,22
TRE02;DipoloDipolo;1301,06;1539,2;-35,75;15,94
TRE02;DipoloDipolo;1364,27;1624,87;-23,13;14,89
TRE02;DipoloDipolo;1272,33;1500,26;-49,58;16,86
TRE02;DipoloDipolo;1375,76;1640,44;-23,1;14,56
TRE02;DipoloDipolo;1381,5;1648,23;-23,06;14,24
TRE02;DipoloDipolo;1329,79;1578,14;-35,67;15,38
TRE02;DipoloDipolo;1387,25;1656,02;-22,98;13,79
TRE02;DipoloDipolo;1398,74;1671,6;-22,86;12,34
TRE02;DipoloDipolo;1404,49;1679,38;-22,92;11,91
TRE02;DipoloDipolo;1410,23;1687,17;-23,03;11,56
TRE02;DipoloDipolo;1415,98;1694,96;-23,03;11,17
TRE02;DipoloDipolo;1421,73;1702,75;-23,0;11,14
TRE02;DipoloDipolo;1430,35;1714,43;-22,92;11,13
TRE02;DipoloDipolo;1441,84;1730,01;-22,84;11,13
TRE02;DipoloDipolo;1203,38;1406,8;-35,9;19,08
TRE02;DipoloDipolo;1393,0;1663,81;-22,89;13,16
TRE02;DipoloDipolo;1329,79;1578,14;-23,28;15,35
TRE02;DipoloDipolo;1335,54;1585,93;-35,65;15,26
TRE02;DipoloDipolo;1347,03;1601,5;-35,6;15,11
TRE02;DipoloDipolo;1278,08;1508,05;-49,58;16,72
TRE02;DipoloDipolo;1283,82;1515,84;-49,53;16,56
TRE02;DipoloDipolo;1289,57;1523,62;-49,44;16,37
TRE02;DipoloDipolo;1295,31;1531,41;-49,39;16,13
TRE02;DipoloDipolo;1301,06;1539,2;-49,39;15,92
TRE02;DipoloDipolo;1393,0;1663,81;-35,31;13,24
TRE02;DipoloDipolo;1370,01;1632,66;-23,11;14,78
TRE02;DipoloDipolo;1318,3;1562,56;-49,3;15,55
TRE02;DipoloDipolo;1324,04;1570,35;-49,32;15,47
TRE02;DipoloDipolo;1329,79;1578,14;-49,3;15,35
TRE02;DipoloDipolo;1335,54;1585,93;-49,28;15,23
TRE02;DipoloDipolo;1341,28;1593,72;-49,26;15,15
TRE02;DipoloDipolo;1347,03;1601,5;-49,23;15,09
TRE02;DipoloDipolo;1352,77;1609,29;-49,2;15,02
TRE02;DipoloDipolo;1358,52;1617,08;-49,17;14,95
TRE02;DipoloDipolo;1364,27;1624,87;-49,15;14,85
TRE02;DipoloDipolo;1370,01;1632,66;-49,13;14,67
TRE02;DipoloDipolo;1306,81;1546,99;-49,37;15,75
TRE02;DipoloDipolo;1266,58;1492,47;-49,5;16,96
TRE02;DipoloDipolo;1260,84;1484,68;-49,42;17,03
TRE02;DipoloDipolo;1255,09;1476,9;-49,38;17,06
TRE02;DipoloDipolo;1352,77;1609,29;-35,57;15,04
TRE02;DipoloDipolo;1358,52;1617,08;-35,54;14,98
TRE02;DipoloDipolo;1364,27;1624,87;-35,52;14,92
TRE02;DipoloDipolo;1370,01;1632,66;-35,5;14,78
TRE02;DipoloDipolo;1375,76;1640,44;-35,48;14,57
TRE02;DipoloDipolo;1381,5;1648,23;-35,45;14,25
TRE02;DipoloDipolo;1387,25;1656,02;-35,39;13,82
TRE02;DipoloDipolo;1312,55;1554,78;-49,32;15,63
TRE02;Gradiente;1347,03;1601,5;39,63;6,24
TRE02;Gradiente;1266,58;1492,47;39,77;7,07
TRE02;DipoloDipolo;1410,23;1687,17;-35,4;11,66
TRE02;DipoloDipolo;1415,98;1694,96;-35,4;11,15
TRE02;DipoloDipolo;1220,61;1430,17;-49,58;17,68
TRE02;DipoloDipolo;1226,36;1437,96;-49,48;17,18
TRE02;DipoloDipolo;1232,11;1445,74;-49,39;17,07
TRE02;DipoloDipolo;1237,85;1453,53;-49,34;17,05
TRE02;DipoloDipolo;1243,6;1461,32;-49,34;17,04
TRE02;DipoloDipolo;1249,34;1469,11;-49,36;17,05
TRE02;DipoloDipolo;1404,49;1679,38;-35,32;11,98
TRE02;Gradiente;1487,81;1792,31;40,05;6,35
TRE02;Gradiente;1347,03;1601,5;46,62;6,11
TRE02;Gradiente;1375,76;1640,44;64,07;33,54
TRE02;Gradiente;1166,03;1356,18;52,17;7,82
TRE02;Gradiente;1177,52;1371,76;52,94;6,8
TRE02;Gradiente;1189,01;1387,33;53,42;7,95
TRE02;Gradiente;1197,63;1399,02;53,59;8,41
TRE02;Gradiente;1203,38;1406,8;53,67;8,12
TRE02;Gradiente;1209,12;1414,59;53,78;7,13
TRE02;Gradiente;1214,87;1422,38;53,8;6,25
TRE02;Gradiente;1220,61;1430,17;53,7;5,63
TRE02;Gradiente;1226,36;1437,96;53,18;4,7
TRE02;Gradiente;1232,11;1445,74;52,14;3,92
TRE02;Gradiente;1120,06;1293,88;53,28;6,03
TRE02;Gradiente;1306,81;1546,99;53,05;3,63
TRE02;Gradiente;1249,34;1469,11;49,04;9,6
TRE02;Gradiente;1453,33;1745,58;58,72;8,85
TRE02;Gradiente;1255,09;1476,9;48,43;9,12
TRE02;Gradiente;1154,53;1340,6;51,45;7,11
TRE02;Gradiente;1260,84;1484,68;47,8;7,31
TRE02;Gradiente;1272,33;1500,26;46,11;6,71
TRE02;Gradiente;1278,08;1508,05;45,92;7,04
TRE02;Gradiente;1289,57;1523,62;46,65;7,44
TRE02;Gradiente;1295,31;1531,41;46,85;6,84
TRE02;Gradiente;1301,06;1539,2;46,69;8,28
TRE02;Gradiente;1237,85;1453,53;51,0;4,49
TRE02;Gradiente;1312,55;1554,78;46,92;17,28
TRE02;Gradiente;1318,3;1562,56;46,88;8,3
TRE02;Gradiente;1324,04;1570,35;46,6;3,79
TRE02;Gradiente;1329,79;1578,14;46,59;3,83
TRE02;Gradiente;1335,54;1585,93;46,56;6,21
TRE02;Gradiente;1341,28;1593,72;46,59;6,24
TRE02;Gradiente;1352,77;1609,29;46,66;6,25
TRE02;Gradiente;1266,58;1492,47;46,84;6,16
TRE02;Gradiente;1358,52;1617,08;46,75;7,03
TRE02;Gradiente;1143,04;1325,03;52,12;7,49
TRE02;Gradiente;1243,6;1461,32;49,97;14,49
TRE02;DipoloDipolo;1341,28;1593,72;-35,63;15,18
TRE02;Gradiente;1312,55;1554,78;53,34;5,09
TRE02;Gradiente;1283,82;1515,84;39,19;7,99
TRE02;Gradiente;1324,04;1570,35;52,97;8,04
TRE02;Gradiente;1329,79;1578,14;52,95;7,56
TRE02;Gradiente;1335,54;1585,93;52,92;10,06
TRE02;Gradiente;1341,28;1593,72;52,94;10,12
TRE02;Gradiente;1347,03;1601,5;52,96;10,01
TRE02;Gradiente;1352,77;1609,29;53,02;8,9
TRE02;Gradiente;1358,52;1617,08;53,11;10,84
TRE02;Gradiente;1364,27;1624,87;53,07;9,69
TRE02;Gradiente;1370,01;1632,66;53,08;6,08
TRE02;Gradiente;1375,76;1640,44;53,06;6,86
TRE02;Gradiente;1381,5;1648,23;53,12;6,83
TRE02;Gradiente;1131,55;1309,45;53,26;8,88
TRE02;Gradiente;1387,25;1656,02;53,42;6,42
TRE02;Gradiente;1398,74;1671,6;53,88;6,18
TRE02;Gradiente;1404,49;1679,38;53,48;5,69
TRE02;Gradiente;1410,23;1687,17;52,84;5,62
TRE02;Gradiente;1415,98;1694,96;52,72;6,31
TRE02;Gradiente;1421,73;1702,75;52,81;7,08
TRE02;Gradiente;1430,35;1714,43;53,03;6,7
TRE02;Gradiente;1441,84;1730,01;53,2;7,26
TRE02;Gradiente;1453,33;1745,58;53,0;7,52
TRE02;DipoloDipolo;1398,74;1671,6;-35,28;12,35
TRE02;Gradiente;1318,3;1562,56;53,29;6,94
TRE02;Gradiente;1487,81;1792,31;53,33;8,06
TRE02;Gradiente;1499,3;1807,89;53,48;8,64
TRE02;Gradiente;1510,79;1823,46;53,52;8,44
TRE02;Gradiente;1522,28;1839,04;53,52;7,3
TRE02;Gradiente;1393,0;1663,81;53,79;6,34
TRE02;Gradiente;1364,27;1624,87;46,72;6,65
TRE02;Gradiente;1370,01;1632,66;46,73;6,19
TRE02;Gradiente;1375,76;1640,44;46,71;6,64
TRE02;Gradiente;1272,33;1500,26;39,15;7,53
TRE02;Gradiente;1278,08;1508,05;38,98;7,66
TRE02;Gradiente;1464,82;1761,16;53,07;8,97
TRE02;Gradiente;1289,57;1523,62;39,63;8,05
TRE02;Gradiente;1295,31;1531,41;39,8;7,84
TRE02;Gradiente;1301,06;1539,2;39,67;9,24
TRE02;Gradiente;1306,81;1546,99;39,65;14,52
TRE02;Gradiente;1312,55;1554,78;39,87;10,94
TRE02;Gradiente;1318,3;1562,56;39,84;10,12
TRE02;Gradiente;1324,04;1570,35;39,61;7,62
TRE02;Gradiente;1329,79;1578,14;39,6;5,61
TRE02;Gradiente;1335,54;1585,93;39,58;6,32
TRE02;Gradiente;1341,28;1593,72;39,61;6,35
TRE02;Gradiente;1476,31;1776,73;53,23;9,14
TRE02;Gradiente;1352,77;1609,29;39,67;6,23
TRE02;Gradiente;1283,82;1515,84;46,15;7,48
TRE02;Gradiente;1131,55;1309,45;61,69;11,97
TRE02;Gradiente;1370,01;1632,66;39,74;6,35
TRE02;Gradiente;1375,76;1640,44;39,73;6,51
TRE02;Gradiente;1381,5;1648,23;39,78;6,98
TRE02;Gradiente;1387,25;1656,02;40,02;7,13
TRE02;Gradiente;1393,0;1663,81;40,3;6,79
TRE02;Gradiente;1398,74;1671,6;40,37;6,71
TRE02;Gradiente;1404,49;1679,38;40,08;6,44
TRE02;Gradiente;1410,23;1687,17;39,6;6,47
TRE02;Gradiente;1415,98;1694,96;39,52;6,8
TRE02;Gradiente;1421,73;1702,75;39,59;7,24
TRE02;Gradiente;1430,35;1714,43;39,76;7,38
TRE02;Gradiente;1441,84;1730,01;39,9;7,38
TRE02;Gradiente;1453,33;1745,58;39,76;7,02
TRE02;Gradiente;1358,52;1617,08;39,75;6,65
TRE02;Gradiente;1260,84;1484,68;40,59;8,28
TRE02;Gradiente;1255,09;1476,9;41,12;11,79
TRE02;Gradiente;1249,34;1469,11;41,61;13,41
TRE02;Gradiente;1381,5;1648,23;46,77;6,81
TRE02;Gradiente;1387,25;1656,02;47,03;6,68
TRE02;Gradiente;1393,0;1663,81;47,36;6,31
TRE02;Gradiente;1398,74;1671,6;47,44;6,18
TRE02;Gradiente;1177,52;1371,76;44,45;7,38
TRE02;Gradiente;1166,03;1356,18;43,95;7,95
TRE02;Gradiente;1415,98;1694,96;46,44;6,32
TRE02;Gradiente;1421,73;1702,75;46,52;6,99
TRE02;Gradiente;1430,35;1714,43;46,72;6,91
TRE02;Gradiente;1441,84;1730,01;46,87;7,16
TRE02;Gradiente;1453,33;1745,58;46,7;7,11
TRE02;Gradiente;1464,82;1761,16;46,77;7,16
TRE02;Gradiente;1476,31;1776,73;46,91;7,02
TRE02;Gradiente;1487,81;1792,31;47,01;6,49
TRE02;Gradiente;1499,3;1807,89;47,15;6,83
TRE02;Gradiente;1510,79;1823,46;47,19;7,21
TRE02;Gradiente;1404,49;1679,38;47,1;5,7
TRE02;Gradiente;1243,6;1461,32;42,37;16,07
TRE02;Gradiente;1237,85;1453,53;43,18;8,98
TRE02;Gradiente;1232,11;1445,74;44,0;6,04
TRE02;Gradiente;1226,36;1437,96;44,67;5,86
TRE02;Gradiente;1220,61;1430,17;44,91;6,08
TRE02;Gradiente;1214,87;1422,38;44,91;6,2
TRE02;Gradiente;1301,06;1539,2;53,08;8,37
TRE02;Gradiente;1209,12;1414,59;44,89;6,76
TRE02;Gradiente;1197,63;1399,02;44,82;6,74
TRE02;Gradiente;1189,01;1387,33;44,73;6,54
TRE02;Gradiente;1410,23;1687,17;46,54;5,68
TRE02;Gradiente;1131,55;1309,45;44,49;8,03
TRE02;Gradiente;1154,53;1340,6;43,43;8,18
